Sort	Isolate Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Virus REFSEQ accession	Genome coverage	Genome composition	Host source	virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence	sample type	source organism
5105	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Arfiviricetes		Cirlivirales		Circoviridae		Cyclovirus		Cyclovirus homa	E	human associated cyclovirus 5	HuACyV5	PK5034	GQ404845	NC_038415	Complete genome	ssDNA	vertebrates	742916.0	Cyclovirus PK5034	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Arfiviricetes; Cirlivirales; Circoviridae; Cyclovirus; Cyclovirus homa; Human associated cyclovirus 5	NC_038415				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	20007276	Literature, RefSeq		
5106	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Arfiviricetes		Cirlivirales		Circoviridae		Cyclovirus		Cyclovirus humana	E	human associated cyclovirus 10	HuACyV10	7078A	KF726984	NC_023874	Complete genome	ssDNA	vertebrates	2038728.0	Human associated cyclovirus 10	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Arfiviricetes; Cirlivirales; Circoviridae; Cyclovirus; Cyclovirus humana	NC_023874				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	24421114	Literature, RefSeq		
5108	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Arfiviricetes		Cirlivirales		Circoviridae		Cyclovirus		Cyclovirus insaan	E	human associated cyclovirus 2	HuACyV2	PK5006	GQ404844	NC_036877	Complete genome	ssDNA	vertebrates	742915.0	Cyclovirus PK5006	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Arfiviricetes; Cirlivirales; Circoviridae; Cyclovirus; Cyclovirus insaan; Human associated cyclovirus 2	NC_036877				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	20007276	Literature, RefSeq		
5121	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Arfiviricetes		Cirlivirales		Circoviridae		Cyclovirus		Cyclovirus maanav	E	human associated cyclovirus 1	HuACyV1	PK5510	GQ404847	NC_038412	Complete genome	ssDNA	vertebrates	742918.0	Cyclovirus PK5510	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Arfiviricetes; Cirlivirales; Circoviridae; Cyclovirus; Cyclovirus maanav; Human associated cyclovirus 1	NC_038412				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	20007276	Literature, RefSeq, UniProt		
5122	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Arfiviricetes		Cirlivirales		Circoviridae		Cyclovirus		Cyclovirus manitan	E	human associated cyclovirus 11	HuACyV11	SL-108277	KJ831064	NC_038418	Complete genome	ssDNA	vertebrates	1520935.0	Cyclovirus SL-108277	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Arfiviricetes; Cirlivirales; Circoviridae; Cyclovirus; Cyclovirus manitan; Human associated cyclovirus 11	NC_038418				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
5123	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Arfiviricetes		Cirlivirales		Circoviridae		Cyclovirus		Cyclovirus manukha	E	human associated cyclovirus 3	HuACyV3	PK5222	GQ404846	NC_038413	Complete genome	ssDNA	vertebrates	742917.0	Cyclovirus PK5222	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Arfiviricetes; Cirlivirales; Circoviridae; Cyclovirus; Cyclovirus manukha; Human associated cyclovirus 3	NC_038413				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	20007276	Literature, RefSeq		
5124	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Arfiviricetes		Cirlivirales		Circoviridae		Cyclovirus		Cyclovirus manusyan	E	human associated cyclovirus 12	HuCyC12	IECSF08	KU053483	NC_032682	Complete genome	ssDNA	vertebrates	1755290.0	Indian encephalitis associated cyclovirus	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Arfiviricetes; Cirlivirales; Circoviridae; Cyclovirus; Cyclovirus manusyan; Human associated cyclovirus 12	NC_032682				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
5128	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Arfiviricetes		Cirlivirales		Circoviridae		Cyclovirus		Cyclovirus mmadu	E	human associated cyclovirus 6	HuACyV6	NG12	GQ404854	NC_038416	Complete genome	ssDNA	vertebrates	742922.0	Cyclovirus NG12	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Arfiviricetes; Cirlivirales; Circoviridae; Cyclovirus; Cyclovirus mmadu; Human associated cyclovirus 6	NC_038416				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	20007276	Literature, RefSeq		
5130	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Arfiviricetes		Cirlivirales		Circoviridae		Cyclovirus		Cyclovirus munthu	E	human associated cyclovirus 9	HuACyV9	VS5700009	KC771281	NC_021568	Complete genome	ssDNA	vertebrates	1345637.0	Human cyclovirus VS5700009	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Arfiviricetes; Cirlivirales; Circoviridae; Cyclovirus; Cyclovirus munthu; Human associated cyclovirus 9	NC_021568				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
5133	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Arfiviricetes		Cirlivirales		Circoviridae		Cyclovirus		Cyclovirus mutum	E	human associated cyclovirus 7	HuACyV7	NG14	GQ404855	NC_038417	Complete genome	ssDNA	vertebrates	742923.0	Cyclovirus NG14	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Arfiviricetes; Cirlivirales; Circoviridae; Cyclovirus; Cyclovirus mutum; Human associated cyclovirus 7	NC_038417				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	20007276	Literature, RefSeq		
5142	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Arfiviricetes		Cirlivirales		Circoviridae		Cyclovirus		Cyclovirus nhanloai	E	human associated cyclovirus 8	HuACyV8	hcf2	KF031466	NC_039215	Complete genome	ssDNA	vertebrates	1348500.0	Cyclovirus VN	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Arfiviricetes; Cirlivirales; Circoviridae; Cyclovirus; Cyclovirus nhanloai; Human associated cyclovirus 8	NC_039215				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	23781068	Literature, RefSeq		
5179	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Arfiviricetes		Cirlivirales		Vilyaviridae		Angristvirus		Angristvirus hurin	E	unidentified circular ssDNA virus		V18B	MG571900	NC_076626	Complete genome	ssDNA(+/-)	protists (S)	2805939.0	Circular ssDNA virus sp.	Viruses; unclassified viruses; unclassified DNA viruses; unclassified ssDNA viruses	NC_076626				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		NCBI Virus, RefSeq		
5208	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Arfiviricetes		Cremevirales		Smacoviridae		Huchismacovirus		Huchismacovirus humas1	E	human smacovirus 1		Oregon/6/2011/GottageGrove/5A1	KP233180	NC_039061	Complete genome	ssDNA(+/-)	vertebrates	2169934.0	Human associated huchismacovirus 1	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Arfiviricetes; Cremevirales; Smacoviridae; Huchismacovirus	NC_039061				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		NCBI Virus, RefSeq		
5236	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Arfiviricetes		Cremevirales		Smacoviridae		Porprismacovirus		Porprismacovirus humas1	E	human feces smacovirus 2		ID31	KT600068	NC_039070	Complete genome	ssDNA(+/-)	vertebrates	1820158.0	Human feces smacovirus 2	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Arfiviricetes; Cremevirales; Smacoviridae; Porprismacovirus; Porprismacovirus humas1	NC_039070				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
5306	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Arfiviricetes		Recrevirales		Redondoviridae		Torbevirus		Brisavirus	E	human respiratory-associated brisavirus	HuRaBV	MRJ	KY052047	NC_075996	Complete genome	ssDNA	vertebrates	1965018.0	Human PoSCV5-like circular virus	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Arfiviricetes; Cirlivirales; Circoviridae; unclassified Circoviridae	NC_075996				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		NCBI Virus, RefSeq		
5315	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Arfiviricetes		Recrevirales		Redondoviridae		Torbevirus		Vientovirus	E	human lung-associated vientovirus	HuLaVV	FB	MK059763	NC_055523	Complete genome	ssDNA	vertebrates	2571082.0	Human lung-associated vientovirus FB	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Arfiviricetes; Recrevirales; Redondoviridae; Torbevirus; Vientovirus	NC_055523				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
6205	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Genomoviridae		Gemycircularvirus		Gemycircularvirus recro1	E	Gemycircularvirus sp.		yc-18	KY312557	NC_040379	Complete genome	ssDNA(+/-)	vertebrates	1983771.0	Gemycircularvirus sp.	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Repensiviricetes; Geplafuvirales; Genomoviridae; Gemycircularvirus; unclassified Gemycircularvirus	NC_040379				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		NCBI Virus, RefSeq		
6266	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Genomoviridae		Gemykibivirus		Gemykibivirus humas1	E	human associated gemykibivirus 1	HGKV1	MSSI2.225	LK931485	NC_024691	Complete genome	ssDNA(+/-)	vertebrates	1516081.0	MSSI2.225 virus	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Repensiviricetes; Geplafuvirales; Genomoviridae; Gemykibivirus; Gemykibivirus humas1; Human associated gemykibivirus 1	NC_024691				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	25169858	Literature		
6268	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Genomoviridae		Gemykibivirus		Gemykibivirus humas3	E	human associated gemykibivirus 3	HGKV3	GemyC1c	KP987887	NC_038496	Complete genome	ssDNA(+/-)	vertebrates	1673681.0	Gemycircularvirus C1c	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Repensiviricetes; Geplafuvirales; Genomoviridae; Gemykibivirus; Gemykibivirus humas3; Human associated gemykibivirus 3	NC_038496				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
6269	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Genomoviridae		Gemykibivirus		Gemykibivirus humas4	E	human associated gemykibivirus 4	HGKV4	GeTz1	KT363839	NC_038497	Complete genome	ssDNA(+/-)	vertebrates	1792832.0	Human gemycircularvirus GeTz1	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Repensiviricetes; Geplafuvirales; Genomoviridae; Gemykibivirus; Gemykibivirus humas4; Human associated gemykibivirus 4	NC_038497				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
6270	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Genomoviridae		Gemykibivirus		Gemykibivirus humas5	E	human associated gemykibivirus 5	HGKV5	HV-GcV2	KU343137	NC_030448	Complete genome	ssDNA(+/-)	vertebrates	1862825.0	Gemycircularvirus HV-GcV2	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Repensiviricetes; Geplafuvirales; Genomoviridae; Gemykibivirus; Gemykibivirus humas5; Human associated gemykibivirus 5	NC_030448				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
6329	1	Monodnaviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Genomoviridae		Gemyvongvirus		Gemyvongvirus humas1	E	human associated gemyvongvirus 1	HGVV1	DB1	KP974693	NC_028459	Complete genome	ssDNA(+/-)	vertebrates	1985415.0	Human associated gemyvongvirus 1	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Repensiviricetes; Geplafuvirales; Genomoviridae; Gemyvongvirus; Gemyvongvirus humas1	NC_028459				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
6437	1	Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Sedoreoviridae		Orbivirus		Great Island virus	E	Great Island virus	GIV	CanAR 42	Seg1: HM543465; Seg2: HM543466; Seg3: HM543467; Seg4: HM543468; Seg5: HM543469; Seg6: HM543470; Seg7: HM543471; Seg8: HM543472; Seg9: HM543473; Seg10: HM543474	NC_014522	Complete genome	dsRNA	invertebrates, vertebrates	204269.0	Great Island virus	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Orbivirus	NC_014522				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	20739272	Literature		
6439	1	Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Sedoreoviridae		Orbivirus		Lebombo virus	E	Lebombo virus	LEBV	SAAR 3896	Seg1: JQ610665; Seg2: JQ610666; Seg3: JQ610667; Seg4: JQ610668; Seg5: JQ610669; Seg6: JQ610670; Seg7: JQ610671; Seg8: JQ610672; Seg9: JQ610673; Seg10: JQ610674	NC_038594	Complete genome	dsRNA	invertebrates, vertebrates	40057.0	Lebombo virus	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Orbivirus	NC_038594				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		NCBI Virus, RefSeq		
6440	1	Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Sedoreoviridae		Orbivirus		Orungo virus	E	Orungo virus	ORUV	UGMP 359	Seg1: JQ610675; Seg2: JQ610676; Seg3: JQ610677; Seg4: JQ610678; Seg5: JQ610679; Seg6: JQ610680; Seg7: JQ610681; Seg8: JQ610682; Seg9: JQ610683; Seg10: JQ610684	NC_038604	Complete genome	dsRNA	invertebrates, vertebrates	40058.0	Orungo virus	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Orbivirus	NC_038604				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		Literature, NCBI Virus, RefSeq		
6453	1	Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Sedoreoviridae		Rotavirus		Rotavirus A	E	rotavirus A	RVA	RVA/Simian-tc/ZAF/SA11-H96/1958/G3P5B[2]	Seg1: DQ838640; Seg2: DQ838635; Seg3: DQ838645; Seg4: DQ841262; Seg5: DQ838599; Seg6: DQ838650; Seg7: DQ838610; Seg8: DQ838615; Seg9: DQ838620; Seg10: DQ838625; Seg11: DQ838630	NC_011507	Complete genome	dsRNA	vertebrates	28875.0	Rotavirus A	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus	NC_011507	T40092	H00975, H01430	Rotaviral enteritis; Rotaviral gastroenteritis, Viral gastroenteritis	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo				
