query	qlen
Vp9__NP_694460__Banna_virus_strain_JKT-6423__649604	283
Vpr__NP_057852__Human_immunodeficiency_virus_1__11676	96
Vpu__NP_057855__Human_immunodeficiency_virus_1__11676	82
W_protein__YP_010087170__Alston_virus__2495433	171
X_protein__NP_694866__Human_erythrovirus_V9__72197	81
X_protein__YP_009110690__adeno-associated_virus_2__10804	155
X_protein__YP_009173867__Hepatitis_B_virus__10407	154
Y1_protein__NP_604437__Human_respirovirus_1__12730	181
YKV_MT-4_like_protein__YP_009408564__NY_014_poxvirus__2025360	217
Z_protein__NP_899214__Machupo_mammarenavirus__11628	94
Z_protein__YP_138535__Pichinde_virus__2905917	95
Zinc_finger-like_protein_-1-__YP_010377128__Monkeypox_virus__10244	77
Zinc_finger-like_protein_-2-__YP_010377007__Monkeypox_virus__10244	242
Zinc_finger-like_protein__YP_009408519__NY_014_poxvirus__2025360	73
Zinc_finger-like_protein__YP_010085597__Akhmeta_virus__2200830	77
abundant_component_of_virosome__YP_232943__Vaccinia_virus__10245	341
agnoprotein__YP_717936__Betapolyomavirus_hominis__1891762	66
alkaline_exonuclease__NP_042963__Human_betaherpesvirus_6A__32603	488
alpha-amanitin_target__YP_232911__Vaccinia_virus__10245	175
alpha_amanitin-sensitive_protein__YP_010085482__Akhmeta_virus__2200830	177
alternative_T_antigen__YP_009030022__New_Jersey_polyomavirus-2013__1497391	299
ancC__NP_722515__Murray_Valley_encephalitis_virus__11079	125
anchored_capsid_protein_C__YP_009430295__Zika_virus__64320	122
anchored_capsid_protein_ancC__NP_722457__dengue_virus_type_I__11053	114
anchored_capsid_protein_ancC__NP_776011__West_Nile_virus__11082	123
anchored_capsid_protein_ancC__YP_009227206__Zika_virus__64320	122
anchored_capsid_protein_anchC__YP_004734464_anchored_capsid_protein_anchC__Tembusu_virus__64293	120
anchored_capsid_protein_anchC__YP_009329944__Saint_Louis_encephalitis_virus__11080	121
anchored_capsid_protein_anchC__YP_009333102__Cacipacore_virus__64305	121
anchored_core_protein_C__NP_775500__Tick-borne_encephalitis_virus__11084	112
anchored_core_protein_C__NP_775513__Powassan_virus__11083	110
anchored_core_protein_C__NP_775999__Yellow_fever_virus__11089	121
anchored_core_protein_anchC__NP_775663__Japanese_encephalitis_virus__11072	127
ankyin-like_protein__NP_042062__Variola_virus__10255	446
ankyrin-containing_protein__YP_010085451__Akhmeta_virus__2200830	589
ankyrin-containing_protein__YP_010085453__Akhmeta_virus__2200830	671
ankyrin-containing_protein__YP_010085454__Akhmeta_virus__2200830	153
ankyrin-containing_protein__YP_010085456__Akhmeta_virus__2200830	659
ankyrin-containing_protein__YP_010085460__Akhmeta_virus__2200830	766
ankyrin-containing_protein__YP_010085461__Akhmeta_virus__2200830	428
ankyrin-containing_protein__YP_010085463__Akhmeta_virus__2200830	801
ankyrin-containing_protein__YP_010085469__Akhmeta_virus__2200830	672
ankyrin-containing_protein__YP_010085471__Akhmeta_virus__2200830	644
ankyrin-containing_protein__YP_010085483__Akhmeta_virus__2200830	446
ankyrin-containing_protein__YP_010085485__Akhmeta_virus__2200830	284
hypothetical_protein_YMTVg29L__NP_938285__Yaba_monkey_tumor_virus__38804	148
hypothetical_protein_YMTVg30L__NP_938286__Yaba_monkey_tumor_virus__38804	215
hypothetical_protein_YMTVg33L__NP_938289__Yaba_monkey_tumor_virus__38804	682
hypothetical_protein_YMTVg38R__NP_938294__Yaba_monkey_tumor_virus__38804	268
hypothetical_protein_YMTVg47L__NP_938302__Yaba_monkey_tumor_virus__38804	385
hypothetical_protein_YMTVg61R__NP_938316__Yaba_monkey_tumor_virus__38804	91
hypothetical_protein_YMTVg6L__NP_938267__Yaba_monkey_tumor_virus__38804	152
hypothetical_protein_Ydvgp024__NP_597934__Yaba-like_disease_virus__132475	50
hypothetical_protein__NP_043508__JC_polyomavirus__10632	71
hypothetical_protein__NP_043509__JC_polyomavirus__10632	344
thymidine_kinase__NP_851882__Macacine_alphaherpesvirus_1__10325	370
tegument_serine_threonine_protein_kinase__YP_004936063__Cercopithecine_betaherpesvirus_5__50292	594
membrane_protein_US12C__YP_004936124__Cercopithecine_betaherpesvirus_5__50292	229
membrane_protein_US12D__YP_004936125__Cercopithecine_betaherpesvirus_5__50292	245
membrane_protein_US12E__YP_004936126__Cercopithecine_betaherpesvirus_5__50292	240
membrane_protein_US12__YP_002608315__Human_herpesvirus_5__10359	281
membrane_protein_US12__YP_004936121__Cercopithecine_betaherpesvirus_5__50292	248
membrane_protein_US12__YP_081597__Human_betaherpesvirus_5__10359	281
membrane_protein_US13__YP_002608316__Human_herpesvirus_5__10359	261
membrane_protein_US13__YP_081598__Human_betaherpesvirus_5__10359	261
membrane_protein_US14__YP_002608317__Human_herpesvirus_5__10359	310
membrane_protein_US14__YP_081599__Human_betaherpesvirus_5__10359	310
membrane_protein_US15__NP_783804__Human_herpesvirus_5__10359	262
membrane_protein_US15__YP_081600__Human_betaherpesvirus_5__10359	262
membrane_protein_US16__YP_002608318__Human_herpesvirus_5__10359	309
membrane_protein_US16__YP_081601__Human_betaherpesvirus_5__10359	309
membrane_protein_US17__YP_002608319__Human_herpesvirus_5__10359	293
membrane_protein_US17__YP_004936127__Cercopithecine_betaherpesvirus_5__50292	265
membrane_protein_US17__YP_081602__Human_betaherpesvirus_5__10359	293
membrane_protein_US18__YP_002608320__Human_herpesvirus_5__10359	274
membrane_protein_US18__YP_004936128__Cercopithecine_betaherpesvirus_5__50292	266
membrane_protein_US18__YP_081603__Human_betaherpesvirus_5__10359	274
membrane_protein_US19__YP_002608321__Human_herpesvirus_5__10359	240
membrane_protein_US19__YP_004936129__Cercopithecine_betaherpesvirus_5__50292	259
membrane_protein_US19__YP_081604__Human_betaherpesvirus_5__10359	240
membrane_protein_US20__NP_783805__Human_herpesvirus_5__10359	254
membrane_protein_US20__YP_004936130__Cercopithecine_betaherpesvirus_5__50292	250
membrane_protein_US20__YP_081605__Human_betaherpesvirus_5__10359	254
membrane_protein_US21__YP_002608322__Human_herpesvirus_5__10359	239
membrane_protein_US21__YP_004936131__Cercopithecine_betaherpesvirus_5__50292	229
ankyrin-containing_protein__YP_010085641__Akhmeta_virus__2200830	556
ankyrin-containing_protein__YP_010085654__Akhmeta_virus__2200830	575
ankyrin-containing_protein__YP_010085656__Akhmeta_virus__2200830	797
ankyrin-like_protein_NFkB_inhibitor__YP_009408572__NY_014_poxvirus__2025360	347
ankyrin-like_protein__NP_938397__Yaba_monkey_tumor_virus__38804	356
ankyrin-like_protein__NP_938399__Yaba_monkey_tumor_virus__38804	483
ankyrin-like_protein__YP_232888__Vaccinia_virus__10245	64
ankyrin-like_protein__YP_232890__Vaccinia_virus__10245	112
ankyrin-like_protein__YP_232896__Vaccinia_virus__10245	237
ankyrin-like_protein__YP_232897__Vaccinia_virus__10245	137
ankyrin-like_protein__YP_232898__Vaccinia_virus__10245	77
ankyrin-like_protein__YP_232899__Vaccinia_virus__10245	71
ankyrin-like_protein__YP_232901__Vaccinia_virus__10245	634
ankyrin-like_protein__YP_232912__Vaccinia_virus__10245	472
ankyrin-like_protein__YP_232914__Vaccinia_virus__10245	284
ankyrin-like_protein__YP_233068__Vaccinia_virus__10245	558
ankyrin-like_protein__YP_233070__Vaccinia_virus__10245	173
ankyrin-like_protein__YP_233081__Vaccinia_virus__10245	574
ankyrin-like_protein__YP_233084__Vaccinia_virus__10245	53
ankyrin-like_protein__YP_233093__Vaccinia_virus__10245	112
ankyrin-like_protein__YP_233095__Vaccinia_virus__10245	64
ankyrin-repeat_protein_NFkB_inhibitor__YP_009408413__NY_014_poxvirus__2025360	276
ankyrin-repeat_protein__YP_009408390__NY_014_poxvirus__2025360	593
ankyrin-repeat_protein__YP_009408393__NY_014_poxvirus__2025360	779
ankyrin-repeat_protein__YP_009408394__NY_014_poxvirus__2025360	434
ankyrin-repeat_protein__YP_009408397__NY_014_poxvirus__2025360	571
ankyrin-repeat_protein__YP_009408412__NY_014_poxvirus__2025360	464
ankyrin-repeat_protein__YP_009408562__NY_014_poxvirus__2025360	183
ankyrin-repeat_protein__YP_009408570__NY_014_poxvirus__2025360	815
ankyrin-repeat_protein__YP_009408575__NY_014_poxvirus__2025360	438
ankyrin-repeat_protein__YP_009408581__NY_014_poxvirus__2025360	567
ankyrin_repeat_protein__NP_938269__Yaba_monkey_tumor_virus__38804	637
ankyrin_repeat_protein__NP_938398__Yaba_monkey_tumor_virus__38804	497
anti-apoptotic_membrane_protein__NP_938273__Yaba_monkey_tumor_virus__38804	172
apoptosis_regulator_BALF1__YP_401718__Human_gammaherpesvirus_4__10376	182
apoptosis_regulator_BHRF1__YP_401646__Human_gammaherpesvirus_4__10376	191
aspartic_peptidase__NP_705926__Human_immunodeficiency_virus_1__11676	99
assembly_activating_protein_AAP__YP_004030758__adeno-associated_virus_2__10804	204
attachment_glycoprotein__NP_056862__Human_orthopneumovirus__11250	299
attachment_protein__YP_009512970__Menangle_virus__152219	595
attachment_protein__YP_010087174__Alston_virus__2495433	565
bel2_protein__YP_009508554__Eastern_chimpanzee_simian_foamy_virus__2170195	356
bet_protein,_partial__NP_056806__Simian_foamy_virus__11642	417
bet_protein__YP_009508548__Central_cimpanzee_simian_foamy_virus__2170194	481
bet_protein__YP_009508558__Japanese_macaque_simian_foamy_virus__2170198	497
bet_protein__YP_009666128__Guenon_simian_foamy_virus__2170197	500
bet_protein_fragment,_partial__NP_597745__Simian_foamy_virus__11642	124
cap_protein__YP_009508841__Human_associated_huchismacovirus_1__2169934	317
cap_protein__YP_009508843__Human_associated_huchismacovirus_2__2169935	324
cap_protein__YP_009508845__Human_associated_huchismacovirus_3__2169936	325
capsid_-c-_protein__NP_740673__Sindbis_virus__11034	264
capsid_-core-_protein__NP_740269__Louping_ill_virus__11086	96
capsid__NP_579880__Human_immunodeficiency_virus_1__11676	231
capsid__YP_003275953__HMO_Astrovirus_A__682382	731
capsid_assembly_and_DNA_maturation__NP_050210__Human_betaherpesvirus_6B__32604	299
capsid_maturation_protease__NP_040156__Human_alphaherpesvirus_3__10335	605
capsid_maturation_protease__NP_851885__Macacine_alphaherpesvirus_1__10325	608
capsid_maturation_protease__YP_002608272__Human_herpesvirus_5__10359	708
capsid_maturation_protease__YP_004936046__Cercopithecine_betaherpesvirus_5__50292	588
capsid_maturation_protease__YP_009137100__Human_alphaherpesvirus_1__10298	635
capsid_maturation_protease__YP_009137177__Human_alphaherpesvirus_2__10310	637
capsid_maturation_protease__YP_073793__Human_betaherpesvirus_7__10372	513
capsid_maturation_protease__YP_081528__Human_betaherpesvirus_5__10359	708
capsid_maturation_protease__YP_401704__Human_gammaherpesvirus_4__10376	605
capsid_maturation_protease__YP_443872__Papiine_alphaherpesvirus_2__340907	618
capsid_portal_protein__NP_851865__Macacine_alphaherpesvirus_1__10325	683
capsid_portal_protein__YP_002608292__Human_herpesvirus_5__10359	697
capsid_portal_protein__YP_004936069__Cercopithecine_betaherpesvirus_5__50292	668
capsid_portal_protein__YP_009137080__Human_alphaherpesvirus_1__10298	676
capsid_portal_protein__YP_009137157__Human_alphaherpesvirus_2__10310	678
capsid_portal_protein__YP_073816__Human_betaherpesvirus_7__10372	640
capsid_portal_protein__YP_081550__Human_betaherpesvirus_5__10359	697
capsid_portal_protein__YP_401682__Human_gammaherpesvirus_4__10376	613
capsid_portal_protein__YP_443852__Papiine_alphaherpesvirus_2__340907	675
capsid_protein_1A__NP_740412__Enterovirus_D__138951	69
capsid_protein_1B__NP_740413__Enterovirus_D__138951	250
capsid_protein_1C_version_1__NP_740739__Enterovirus_D__138951	242
capsid_protein_1D__NP_740742__Enterovirus_D__138951	310
capsid_protein_1__YP_004928146__Human_parvovirus_B19__10798	781
capsid_protein_23K__YP_005271192__bat_adenovirus_3__2758098	206
capsid_protein_2__YP_004928148__Human_parvovirus_B19__10798	554
capsid_protein_C__NP_722466__dengue_virus_type_I__11053	100
capsid_protein_C__NP_776010__West_Nile_virus__11082	105
capsid_protein_C__YP_009227196__Zika_virus__64320	104
capsid_protein_C__YP_009430296__Zika_virus__64320	104
capsid_protein_IX__NP_040514__Human_mastadenovirus_C__129951	140
capsid_protein_IX__NP_040851__Human_mastadenovirus_F__130309	132
capsid_protein_IX__NP_040913__Human_mastadenovirus_A__129875	144
capsid_protein_IX__YP_001974424__Human_mastadenovirus_D__130310	134
capsid_protein_IX__YP_002213768__Human_mastadenovirus_B__108098	138
capsid_protein_IX__YP_002213801__Human_mastadenovirus_B__108098	139
capsid_protein_VP1__NP_740394__Rhinovirus_A__147711	298
capsid_protein_VP1__NP_740471__Enterovirus_C__138950	302
capsid_protein_VP1__YP_002916062__Human_bocavirus_4_NI__1511883	670
capsid_protein_VP1__YP_009268633__enterovirus_A114__2760809	292
capsid_protein_VP2__NP_740392__Rhinovirus_A__147711	267
capsid_protein_VP2__NP_740469__Enterovirus_C__138950	272
capsid_protein_VP2__YP_002916063__Human_bocavirus_4_NI__1511883	541
capsid_protein_VP2__YP_006495786__MW_polyomavirus__1203539	310
capsid_protein_VP2__YP_009111419__Merkel_cell_polyomavirus__493803	241
capsid_protein_VP2__YP_009268631__enterovirus_A114__2760809	252
capsid_protein_VP3__NP_740393__Rhinovirus_A__147711	238
capsid_protein_VP3__NP_740470__Enterovirus_C__138950	238
capsid_protein_VP3__YP_006495787__MW_polyomavirus__1203539	200
capsid_protein_VP3__YP_009268632__enterovirus_A114__2760809	239
capsid_protein_VP4__NP_740391__Rhinovirus_A__147711	69
capsid_protein_VP4__NP_740468__Enterovirus_C__138950	68
capsid_protein_VP4__YP_009268630__enterovirus_A114__2760809	69
capsid_protein__AAA92984__Southampton_virus__11984	546
capsid_protein__NP_050214__Human_betaherpesvirus_6B__32604	470
capsid_protein__NP_050237__Human_betaherpesvirus_6B__32604	296
capsid_protein__NP_056788__Hepeviridae__291484	660
capsid_protein__NP_740293__Langat_virus__11085	96
capsid_protein__NP_740662__Rubella_virus__11041	300
capsid_protein__NP_740691__Mayaro_virus__59301	258
capsid_protein__YP_008130364__Human_cyclovirus_VS5700009__1345637	234
capsid_protein__YP_009021870__Human_associated_cyclovirus_10__2038728	237
capsid_protein__YP_009051962__Human_circovirus_VS6600022__1525173	370
capsid_protein__YP_009130659__Human_genital-associated_circular_DNA_virus-1__1488574	279
capsid_protein__YP_009173868__Hepatitis_B_virus__10407	183
capsid_protein__YP_009181995__Human_associated_gemyvongvirus_1__1985415	284
capsid_protein__YP_009259549__Gemycircularvirus_HV-GcV1__1862824	259
capsid_protein__YP_009259553__Gemycircularvirus_HV-GcV2__1862825	264
capsid_protein__YP_009259556__Circular_ssDNA_virus_sp.__2805939	233
capsid_protein__YP_009333617__Indian_encephalitis_associated_cyclovirus__1755290	231
capsid_protein__YP_009408602__Human_feces_smacovirus_3__1820159	353
capsid_protein__YP_009458620__Cyclovirus_PK5006__742915	219
capsid_protein__YP_009506284__Human_stool-associated_circular_virus_NG13__743300	221
capsid_protein__YP_009506318__Cyclovirus_PK5510__742918	219
capsid_protein__YP_009506320__Cyclovirus_PK5222__742917	218
capsid_protein__YP_009506322__Cyclovirus_TN25__742924	222
capsid_protein__YP_009506324__Cyclovirus_PK5034__742916	218
capsid_protein__YP_009506326__Cyclovirus_NG12__742922	218
capsid_protein__YP_009506328__Cyclovirus_NG14__742923	230
capsid_protein__YP_009506329__Cyclovirus_SL-108277__1520935	230
capsid_protein__YP_009506630__Gemycircularvirus_C1c__1673681	318
capsid_protein__YP_009506631__Human_gemycircularvirus_GeTz1__1792832	236
capsid_protein__YP_009508864__Human_feces_smacovirus_2__1820158	369
capsid_protein__YP_009513186__Cyclovirus_VN__1348500	222
capsid_protein__YP_009551325__Human_feces_pecovirus__1820160	388
capsid_protein__YP_009551493__Gemycircularvirus_sp.__1983771	316
capsid_protein__YP_010087238__Human_lung-associated_vientovirus_FB__2571082	530
capsid_protein_precursor__YP_003090288__Astrovirus_VA1__645687	758
capsid_protein_precursor_pIIIa__NP_040520__Human_mastadenovirus_C__129951	585
capsid_protein_precursor_pIIIa__NP_040856__Human_mastadenovirus_F__130309	576
capsid_protein_precursor_pIIIa__NP_040919__Human_mastadenovirus_A__129875	582
capsid_protein_precursor_pIIIa__YP_001974449__Human_mastadenovirus_D__130310	559
capsid_protein_precursor_pIIIa__YP_002213773__Human_mastadenovirus_B__108098	588
capsid_protein_precursor_pIIIa__YP_002213806__Human_mastadenovirus_B__108098	587
capsid_protein_precursor_pIIIa__YP_005271185__bat_adenovirus_3__2758098	574
capsid_protein_precursor_pVIII__NP_040530__Human_mastadenovirus_C__129951	227
capsid_protein_precursor_pVIII__NP_040868__Human_mastadenovirus_F__130309	233
capsid_protein_precursor_pVIII__NP_040928__Human_mastadenovirus_A__129875	233
capsid_protein_precursor_pVIII__YP_001974457__Human_mastadenovirus_D__130310	227
capsid_protein_precursor_pVIII__YP_002213785__Human_mastadenovirus_B__108098	227
capsid_protein_precursor_pVIII__YP_002213818__Human_mastadenovirus_B__108098	227
capsid_protein_precursor_pVIII__YP_005271197__bat_adenovirus_3__2758098	222
capsid_protein_precursor_pVI__NP_040524__Human_mastadenovirus_C__129951	250
capsid_protein_precursor_pVI__NP_040861__Human_mastadenovirus_F__130309	267
capsid_protein_precursor_pVI__NP_040923__Human_mastadenovirus_A__129875	265
capsid_protein_precursor_pVI__YP_001974429__Human_mastadenovirus_D__130310	235
capsid_protein_precursor_pVI__YP_002213778__Human_mastadenovirus_B__108098	250
capsid_protein_precursor_pVI__YP_002213811__Human_mastadenovirus_B__108098	246
capsid_protein_precursor_pVI__YP_005271190__bat_adenovirus_3__2758098	273
capsid_scaffold_protein__NP_851886__Macacine_alphaherpesvirus_1__10325	309
capsid_scaffold_protein__YP_002608273__Human_herpesvirus_5__10359	373
capsid_scaffold_protein__YP_004936047__Cercopithecine_betaherpesvirus_5__50292	309
capsid_scaffold_protein__YP_009137101__Human_alphaherpesvirus_1__10298	329
capsid_scaffold_protein__YP_009137178__Human_alphaherpesvirus_2__10310	329
capsid_scaffold_protein__YP_009458639__Human_betaherpesvirus_6A__32603	244
capsid_scaffold_protein__YP_068407__Human_alphaherpesvirus_3__10335	302
capsid_scaffold_protein__YP_073794__Human_betaherpesvirus_7__10372	230
capsid_scaffold_protein__YP_081529__Human_betaherpesvirus_5__10359	373
capsid_scaffold_protein__YP_401705__Human_gammaherpesvirus_4__10376	345
capsid_scaffold_protein__YP_443873__Papiine_alphaherpesvirus_2__340907	316
capsid_triplex_subunit_1__NP_040143__Human_alphaherpesvirus_3__10335	483
capsid_triplex_subunit_1__NP_851898__Macacine_alphaherpesvirus_1__10325	458
capsid_triplex_subunit_1__YP_002608252__Human_herpesvirus_5__10359	290
capsid_triplex_subunit_1__YP_004936021__Cercopithecine_betaherpesvirus_5__50292	290
capsid_triplex_subunit_1__YP_009137113__Human_alphaherpesvirus_1__10298	465
capsid_triplex_subunit_1__YP_009137190__Human_alphaherpesvirus_2__10310	466
capsid_triplex_subunit_1__YP_073769__Human_betaherpesvirus_7__10372	286
capsid_triplex_subunit_1__YP_081504__Human_betaherpesvirus_5__10359	290
capsid_triplex_subunit_1__YP_401654__Human_gammaherpesvirus_4__10376	364
capsid_triplex_subunit_1__YP_443885__Papiine_alphaherpesvirus_2__340907	457
capsid_triplex_subunit_2__NP_040164__Human_alphaherpesvirus_3__10335	316
capsid_triplex_subunit_2__NP_851877__Macacine_alphaherpesvirus_1__10325	318
capsid_triplex_subunit_2__YP_002608277__Human_herpesvirus_5__10359	306
capsid_triplex_subunit_2__YP_004936052__Cercopithecine_betaherpesvirus_5__50292	300
capsid_triplex_subunit_2__YP_009137092__Human_alphaherpesvirus_1__10298	318
capsid_triplex_subunit_2__YP_009137169__Human_alphaherpesvirus_2__10310	318
capsid_triplex_subunit_2__YP_073798__Human_betaherpesvirus_7__10372	293
capsid_triplex_subunit_2__YP_081533__Human_betaherpesvirus_5__10359	306
capsid_triplex_subunit_2__YP_401696__Human_gammaherpesvirus_4__10376	301
capsid_triplex_subunit_2__YP_443864__Papiine_alphaherpesvirus_2__340907	318
caspase-9_inhibitor__YP_010085492__Akhmeta_virus__2200830	244
cell_cycle_modulating_protein_E1-E4__YP_009268708__Human_papillomavirus_type_16__333760	92
chemokine-binding_protein__YP_232883__Vaccinia_virus__10245	244
chemokine-binding_protein__YP_233100__Vaccinia_virus__10245	244
chemokine_binding_protein__NP_042241__Variola_virus__10255	253
chemokine_binding_protein__YP_010085449__Akhmeta_virus__2200830	250
