RefSeq_ID	GenBank_ID	Match_Type
YP_003199425	ADJ00323.1	GenBank Name Curated (Extracted Product)
YP_004936089	AEV80477.1	GenBank Name Curated (Extracted Product)
YP_004936096	AEV80484.1	GenBank Name Curated (Extracted Product)
YP_004936095	AEV80483.1	GenBank Name Curated (Extracted Product)
YP_004936090	AEV80478.1	GenBank Name Curated (Extracted Product)
YP_004936094	AEV80482.1	GenBank Name Curated (Extracted Product)
YP_081570	AAR31674.1	GenBank Name Curated (Extracted Product)
YP_004936091	AEV80479.1	GenBank Name Curated (Extracted Product)
YP_001129362	ABD28861.1	Product
YP_001129366	ABD28864.1	Product
NP_938266	No Match Found	No Match
NP_073390	CAC21243.1	GenBank Name Curated (Extracted Product)
YP_001129496	No Match Found	No Match
YP_401700	No Match Found	No Match
YP_001129375	ABD28873.1	Product
NP_040160	No Match Found	No Match
NP_851881	No Match Found	No Match
YP_443868	No Match Found	No Match
YP_009137096	AEQ77052.1	GenBank Name Curated (Extracted Product)
YP_009137173	AEV91360.1	GenBank Name Curated (Extracted Product)
NP_050229	No Match Found	No Match
NP_042941	CAA58382.1	GenBank Name Curated (Extracted Product)
YP_004936041	AEV80429.1	GenBank Name Curated (Extracted Product)
YP_081523	AAR31627.1	GenBank Name Curated (Extracted Product)
YP_002608267	No Match Found	No Match
YP_073788	No Match Found	No Match
YP_009333107	No Match Found	No Match
YP_009227198	No Match Found	No Match
NP_776014	No Match Found	No Match
NP_775516	No Match Found	No Match
NP_740271	No Match Found	No Match
NP_775503	No Match Found	No Match
YP_009329949	No Match Found	No Match
YP_009430300	No Match Found	No Match
YP_004734464_envelope_protein_E	No Match Found	No Match
NP_722531	No Match Found	No Match
NP_775666	No Match Found	No Match
NP_740295	No Match Found	No Match
NP_740305	No Match Found	No Match
NP_722460	No Match Found	No Match
YP_009130658	No Match Found	No Match
NP_042094	No Match Found	No Match
YP_010377054	No Match Found	No Match
NP_043990	No Match Found	No Match
YP_232947	AAO89344.1	GenBank Name Curated (Extracted Product)
NP_957802	AAR98250.1	GenBank Name Curated (Extracted Product)
NP_619862	AAM13520.1	GenBank Name Curated (Extracted Product)
NP_073424	CAC21277.1	GenBank Name Curated (Extracted Product)
NP_938295	No Match Found	No Match
YP_009137082	AEQ77038.1	GenBank Name Curated (Extracted Product)
YP_443854	No Match Found	No Match
YP_009137159	AEV91346.1	GenBank Name Curated (Extracted Product)
NP_851867	No Match Found	No Match
NP_040174	No Match Found	No Match
YP_001129478	No Match Found	No Match
YP_401684	No Match Found	No Match
YP_001129355	ABD28853.1	Product
YP_002608259	No Match Found	No Match
YP_401712	No Match Found	No Match
YP_073778	No Match Found	No Match
YP_009137105	AEQ77061.1	GenBank Name Curated (Extracted Product)
NP_040151	CAA27911.1	GenBank Name Curated (Extracted Product)
YP_009137182	AEV91369.1	GenBank Name Curated (Extracted Product)
NP_042931	CAA58372.1	GenBank Name Curated (Extracted Product)
NP_050219	No Match Found	No Match
YP_073814	No Match Found	No Match
YP_004936067	AEV80455.1	GenBank Name Curated (Extracted Product)
NP_050253	No Match Found	No Match
NP_783791	No Match Found	No Match
YP_081548	AAR31652.1	GenBank Name Curated (Extracted Product)
NP_042967	No Match Found	No Match
YP_001129393	ABD28891.1	Product
YP_010086118	AEA30073.1	Product
YP_009449452	BBB86756.1	GenBank Name Curated (Extracted Product)
YP_009666333	BBE15816.1	Product
YP_008003509	AGL50924.1	Product
YP_009512942	AKF42383.1	GenBank Name Curated (Extracted Product)
YP_004347994	No Match Found	No Match
YP_010086106	AEA30067.1	Product
YP_006504092	No Match Found	No Match
YP_009480526	ALS88191.1	GenBank Name Curated (Extracted Product)
NP_941980	No Match Found	No Match
YP_004382744	No Match Found	No Match
YP_089668	No Match Found	No Match
YP_003848707	ABD38733.1	Product
YP_010086122	AEA30075.1	Product
YP_009666940	No Match Found	No Match
YP_010086172	ALX81179.1	Product
YP_009666136	ADZ04472.1	GenBank Name Curated (Extracted Product)
YP_009047244	No Match Found	No Match
YP_010086230	AJG39316.1	GenBank Name Curated (Extracted Product)
NP_938332	No Match Found	No Match
NP_619900	AAM13558.1	GenBank Name Curated (Extracted Product)
NP_073462	CAC21315.1	GenBank Name Curated (Extracted Product)
YP_009408484	No Match Found	No Match
NP_042133	No Match Found	No Match
YP_232986	AAO89383.1	GenBank Name Curated (Extracted Product)
NP_957839	AAR98287.1	GenBank Name Curated (Extracted Product)
NP_044038	No Match Found	No Match
YP_010085560	AXN74897.1	GenBank Name Curated (Extracted Product)
YP_010377093	No Match Found	No Match
NP_938264	No Match Found	No Match
NP_073387	CAC21240.1	GenBank Name Curated (Extracted Product)
YP_009408574	No Match Found	No Match
YP_002608236	No Match Found	No Match
YP_081477	AAR31583.1	GenBank Name Curated (Extracted Product)
YP_009408422	No Match Found	No Match
YP_009408421	No Match Found	No Match
YP_010377107	No Match Found	No Match
YP_010085576	AXN74913.1	GenBank Name Curated (Extracted Product)
NP_042147	No Match Found	No Match
NP_044053	No Match Found	No Match
YP_009408498	No Match Found	No Match
NP_938345	AAR07446.1	Product
YP_233000	AAO89397.1	GenBank Name Curated (Extracted Product)
NP_957852	AAR98300.1	GenBank Name Curated (Extracted Product)
NP_619914	AAM13572.1	GenBank Name Curated (Extracted Product)
NP_073475	CAC21328.1	GenBank Name Curated (Extracted Product)
YP_401711	No Match Found	No Match
YP_001129506	No Match Found	No Match
YP_001129433	AAD46503.1	Product
YP_002608270	No Match Found	No Match
YP_004936044	AEV80432.1	GenBank Name Curated (Extracted Product)
YP_081526	AAR31630.1	GenBank Name Curated (Extracted Product)
YP_002608325	No Match Found	No Match
YP_004936139	AEV80527.1	GenBank Name Curated (Extracted Product)
YP_004936137	AEV80525.1	GenBank Name Curated (Extracted Product)
YP_004936140	AEV80528.1	GenBank Name Curated (Extracted Product)
YP_073753	No Match Found	No Match
YP_004936009	AEV80398.1	GenBank Name Curated (Extracted Product)
NP_783808	No Match Found	No Match
YP_081612	AAR31716.1	GenBank Name Curated (Extracted Product)
NP_042904	CAA58440.2	Product
NP_783781	No Match Found	No Match
YP_081611	AAR31715.1	GenBank Name Curated (Extracted Product)
YP_004936138	AEV80526.1	GenBank Name Curated (Extracted Product)
YP_081492	AAR31598.1	GenBank Name Curated (Extracted Product)
YP_004936136	AEV80524.1	GenBank Name Curated (Extracted Product)
NP_042944	CAA58385.1	Product
YP_073791	No Match Found	No Match
NP_050232	No Match Found	No Match
NP_938396	No Match Found	No Match
NP_073530	CAC21383.1	GenBank Name Curated (Extracted Product)
NP_073392	CAC21245.1	GenBank Name Curated (Extracted Product)
NP_938268	No Match Found	No Match
YP_081543	AAR31647.1	GenBank Name Curated (Extracted Product)
NP_783790	No Match Found	No Match
YP_004936062	AEV80450.1	GenBank Name Curated (Extracted Product)
NP_050247	No Match Found	No Match
NP_042961	CAA58360.1	Product
YP_073808	No Match Found	No Match
YP_007188582	No Match Found	No Match
YP_009047207	No Match Found	No Match
YP_009555239	AAT84352.1	Product
NP_150075	No Match Found	No Match
YP_010377090	No Match Found	No Match
YP_010085557	AXN74894.1	GenBank Name Curated (Extracted Product)
YP_232983	AAO89380.1	GenBank Name Curated (Extracted Product)
NP_073459	CAC21312.1	GenBank Name Curated (Extracted Product)
NP_957836	AAR98284.1	GenBank Name Curated (Extracted Product)
YP_009408481	No Match Found	No Match
NP_044035	No Match Found	No Match
NP_938329	AAR07430.1	Product
NP_042130	No Match Found	No Match
NP_619897	AAM13555.1	GenBank Name Curated (Extracted Product)
YP_009701453	No Match Found	No Match
YP_009238498	No Match Found	No Match
YP_002956118	No Match Found	No Match
YP_009701444	No Match Found	No Match
YP_009700093_RdRp	No Match Found	No Match
NP_859028	No Match Found	No Match
YP_002956107	No Match Found	No Match
YP_002956087	No Match Found	No Match
NP_740422	No Match Found	No Match
NP_740401	No Match Found	No Match
NP_740559	No Match Found	No Match
NP_740444	No Match Found	No Match
YP_009518849	No Match Found	No Match
YP_009725315_RdRp	No Match Found	No Match
YP_009701459	No Match Found	No Match
YP_009538339	No Match Found	No Match
YP_009701465	No Match Found	No Match
YP_002956129	No Match Found	No Match
NP_786950	No Match Found	No Match
NP_740411	No Match Found	No Match
YP_009684405	No Match Found	No Match
YP_009538340_RdRp	No Match Found	No Match
YP_003038633	No Match Found	No Match
YP_009679034_RdRp	No Match Found	No Match
NP_740737	No Match Found	No Match
NP_740536	No Match Found	No Match
NP_740478	No Match Found	No Match
YP_007353734	No Match Found	No Match
YP_009268640	No Match Found	No Match
NP_740699	No Match Found	No Match
NP_740668	No Match Found	No Match
NP_740669	No Match Found	No Match
NP_740652	No Match Found	No Match
NP_740690	No Match Found	No Match
NP_818936	No Match Found	No Match
NP_740681	No Match Found	No Match
NP_740706	No Match Found	No Match
YP_006905859	No Match Found	No Match
NP_751905	No Match Found	No Match
YP_004934009	No Match Found	No Match
YP_006905853	No Match Found	No Match
YP_006905856	No Match Found	No Match
YP_009227296	No Match Found	No Match
YP_009272644	No Match Found	No Match
NP_803209	No Match Found	No Match
YP_009272689	No Match Found	No Match
YP_009272656	No Match Found	No Match
NP_751928	No Match Found	No Match
YP_001491557	No Match Found	No Match
YP_392464	CAC44891.1	GenBank Name Curated (Extracted Product)
YP_008126843	No Match Found	No Match
YP_002302227	ABG75819.1	GenBank Name Curated (Extracted Product)
YP_004936008	AEV80397.1	GenBank Name Curated (Extracted Product)
YP_002608244	No Match Found	No Match
NP_050192	No Match Found	No Match
NP_042902	CAA58438.1	Product
YP_073752	No Match Found	No Match
YP_004936079	AEV80467.1	GenBank Name Curated (Extracted Product)
YP_002608298	No Match Found	No Match
YP_081560	AAR31664.1	GenBank Name Curated (Extracted Product)
YP_073821	No Match Found	No Match
NP_042977	CAA58333.1	Product
NP_050263	No Match Found	No Match
YP_081557	AAR31661.1	GenBank Name Curated (Extracted Product)
YP_002608296	No Match Found	No Match
YP_004936076	AEV80464.1	GenBank Name Curated (Extracted Product)
YP_009259550	No Match Found	No Match
YP_009259554	No Match Found	No Match
YP_009130657	No Match Found	No Match
YP_009506632	No Match Found	No Match
YP_009181996	ALN38796.1	GenBank Name Curated (Extracted Product)
YP_009551492	AUW34333.1	GenBank Name Curated (Extracted Product)
YP_009389529	No Match Found	No Match
YP_009389534	No Match Found	No Match
YP_009333618	No Match Found	No Match
YP_009506283	No Match Found	No Match
YP_009506323	No Match Found	No Match
YP_010087240	No Match Found	No Match
YP_009506319	No Match Found	No Match
YP_009408604	No Match Found	No Match
YP_009458619	No Match Found	No Match
YP_009506327	No Match Found	No Match
YP_009389527	No Match Found	No Match
YP_009021871	AHI42032.2	GenBank Name Curated (Extracted Product)
YP_009259555	No Match Found	No Match
YP_009022029	No Match Found	No Match
YP_009506330	No Match Found	No Match
YP_008130363	No Match Found	No Match
YP_009513185	No Match Found	No Match
YP_009506321	No Match Found	No Match
YP_009506325	No Match Found	No Match
YP_009506317	No Match Found	No Match
YP_009051960	No Match Found	No Match
YP_009551326	No Match Found	No Match
YP_680425	AAC03777.1	GenBank Name Curated (Extracted Product)
YP_680424	AAC03776.1	GenBank Name Curated (Extracted Product)
YP_001129359	ABD28857.1	Product
YP_009137214	AEV91401.1	GenBank Name Curated (Extracted Product)
YP_009137137	AEQ77093.1	GenBank Name Curated (Extracted Product)
NP_851921	No Match Found	No Match
YP_443908	No Match Found	No Match
YP_001285488	ABQ09292.1	GenBank Name Curated (Extracted Product)
YP_004243706	ADV15633.1	GenBank Name Curated (Extracted Product)
YP_006495789	AFN02458.1	GenBank Name Curated (Extracted Product)
YP_007354885	AGC03170.1	GenBank Name Curated (Extracted Product)
YP_717940	No Match Found	No Match
YP_001111259	No Match Found	No Match
YP_003848924	ADE45465.1	GenBank Name Curated (Extracted Product)
YP_003800007	ADK12666.1	GenBank Name Curated (Extracted Product)
NP_043512	No Match Found	No Match
YP_003848919	ADE45435.1	GenBank Name Curated (Extracted Product)
YP_009111421	ADE45416.1	GenBank Name Curated (Extracted Product)
YP_009030021	No Match Found	No Match
YP_009352871	AQX36241.1	GenBank Name Curated (Extracted Product)
YP_009552557	No Match Found	No Match
YP_004169293	ADQ85975.1	Product
YP_008828147	AHA37350.1	Product
YP_009553511	No Match Found	No Match
NP_041327	No Match Found	No Match
YP_009553531	No Match Found	No Match
YP_009175016	AFV27112.1	Product
YP_008433328	CDG41970.1	GenBank Name Curated (Extracted Product)
YP_006393311	No Match Found	No Match
NP_077118	No Match Found	No Match
YP_009507306	AGC93430.1	Product
YP_003668027	ADH29807.1	GenBank Name Curated (Extracted Product)
YP_009345874	No Match Found	No Match
YP_003084348	ACT76414.1	GenBank Name Curated (Extracted Product)
YP_009022059	AHV91032.1	GenBank Name Curated (Extracted Product)
YP_009508231	CDI44919.1	GenBank Name Curated (Extracted Product)
YP_004934014	BAL14429.1	GenBank Name Curated (Extracted Product)
YP_006393297	No Match Found	No Match
YP_004169279	No Match Found	No Match
YP_006908974	AFV27092.1	Product
YP_009158854	AKP16342.1	Product
YP_004169265	No Match Found	No Match
YP_009507313	AKG54926.1	GenBank Name Curated (Extracted Product)
YP_009362308	No Match Found	No Match
YP_009552550	No Match Found	No Match
YP_004169286	ADQ85961.1	Product
YP_009553021	No Match Found	No Match
YP_009163893	AHA37343.1	Product
YP_009163893	AFV27105.1	Product
YP_009163893	AHC00346.1	Product
YP_008083733	AFL02848.1	Product
YP_009553518	No Match Found	No Match
YP_009134745	No Match Found	No Match
YP_006393290	AEM24602.1	GenBank Name Curated (Extracted Product)
YP_009507293	No Match Found	No Match
YP_006393304	AEM24630.1	GenBank Name Curated (Extracted Product)
YP_006393283	AEM24595.1	GenBank Name Curated (Extracted Product)
YP_009551932	No Match Found	No Match
YP_009508894	ANG08959.1	Product
YP_003858576	ADE45484.1	Product
YP_009507299	AHC00346.1	Product
YP_009553524	No Match Found	No Match
YP_004169272	No Match Found	No Match
NP_597739	No Match Found	No Match
YP_009553034	No Match Found	No Match
YP_001129423	ABD28921.1	Product
YP_001129447	No Match Found	No Match
YP_401650	No Match Found	No Match
NP_619883	AAM13541.1	GenBank Name Curated (Extracted Product)
YP_010085542	AXN74879.1	GenBank Name Curated (Extracted Product)
YP_232968	AAO89365.1	GenBank Name Curated (Extracted Product)
NP_044018	No Match Found	No Match
YP_009408466	No Match Found	No Match
YP_010377075	No Match Found	No Match
NP_938313	No Match Found	No Match
NP_042115	No Match Found	No Match
NP_957822	AAR98270.1	GenBank Name Curated (Extracted Product)
NP_073443	CAC21296.1	GenBank Name Curated (Extracted Product)
YP_009137194	AEV91381.1	GenBank Name Curated (Extracted Product)
YP_009137117	AEQ77073.1	GenBank Name Curated (Extracted Product)
YP_001129416	ABD28914.1	Product
YP_401657	No Match Found	No Match
YP_001129454	No Match Found	No Match
NP_040139	No Match Found	No Match
YP_443889	No Match Found	No Match
NP_851902	No Match Found	No Match
YP_009246343	No Match Found	No Match
YP_009246415	No Match Found	No Match
YP_009246376	No Match Found	No Match
YP_010377007	No Match Found	No Match
YP_233090	No Match Found	No Match
YP_009408558	No Match Found	No Match
NP_938394	No Match Found	No Match
YP_232893	AAO89290.1	GenBank Name Curated (Extracted Product)
NP_619812	AAM13470.1	GenBank Name Curated (Extracted Product)
YP_009408401	No Match Found	No Match
YP_010085467	AXN74804.1	GenBank Name Curated (Extracted Product)
NP_042048	No Match Found	No Match
NP_073528	CAC21381.1	GenBank Name Curated (Extracted Product)
NP_042079	No Match Found	No Match
YP_010377038	No Match Found	No Match
YP_010085503	No Match Found	No Match
YP_232932	No Match Found	No Match
NP_619846	AAM13504.1	GenBank Name Curated (Extracted Product)
YP_009408429	No Match Found	No Match
NP_957786	AAR98234.1	GenBank Name Curated (Extracted Product)
YP_002455785	No Match Found	No Match
YP_232974	No Match Found	No Match
NP_957828	AAR98276.1	GenBank Name Curated (Extracted Product)
NP_619888	AAM13546.1	GenBank Name Curated (Extracted Product)
YP_009408472	No Match Found	No Match
NP_073449	CAC21302.1	GenBank Name Curated (Extracted Product)
NP_044025	No Match Found	No Match
YP_010377081	No Match Found	No Match
NP_042121	No Match Found	No Match
YP_010085548	AXN74885.1	GenBank Name Curated (Extracted Product)
NP_938319	AAR07420.1	Product
YP_004936010	AEV80399.1	GenBank Name Curated (Extracted Product)
NP_783782	No Match Found	No Match
YP_081493	AAR31599.1	GenBank Name Curated (Extracted Product)
YP_009227202	No Match Found	No Match
NP_740726	No Match Found	No Match
NP_776005	No Match Found	No Match
